,date,open,high,low,close,volume,EMA_20,atr,nLoss,src,xATRTrailingStop,pos
0,2024-07-30 14:10:00+05:30,74610.0,74610.0,74610.0,74610.0,0,,0.0,0.0,74610.0,74610.0,0.0
1,2024-07-30 14:15:00+05:30,74610.0,74620.0,74610.0,74620.0,30,,10.0,20.0,74620.0,74600.0,0.0
2,2024-07-30 14:20:00+05:30,74620.0,74635.0,74620.0,74620.05,120,,15.0,30.0,74620.05,74600.0,0.0
3,2024-07-30 14:25:00+05:30,74620.05,74631.0,74620.05,74631.0,0,,10.94999999999709,21.89999999999418,74631.0,74609.1,0.0
4,2024-07-30 14:30:00+05:30,74631.0,74700.0,74631.0,74700.0,60,,69.0,138.0,74700.0,74609.1,0.0
5,2024-07-30 14:35:00+05:30,74700.0,74700.0,74671.3,74699.95,20,,28.69999999999709,57.39999999999418,74699.95,74642.55,0.0
6,2024-07-30 14:40:00+05:30,74699.95,74699.95,74630.2,74699.95,100,,69.75,139.5,74699.95,74642.55,0.0
7,2024-07-30 14:45:00+05:30,74699.95,74699.95,74660.8,74660.8,10,,39.14999999999418,78.29999999998836,74660.8,74642.55,0.0
8,2024-07-30 14:50:00+05:30,74660.8,74660.8,74645.6,74645.75,20,,15.19999999999709,30.39999999999418,74645.75,74642.55,0.0
9,2024-07-30 14:55:00+05:30,74645.75,74645.75,74570.15,74570.15,10,,75.60000000000582,151.20000000001164,74570.15,74721.35,-1.0
10,2024-07-30 15:00:00+05:30,74570.15,74570.15,74400.0,74400.0,280,,170.14999999999418,340.29999999998836,74400.0,74721.35,-1.0
11,2024-07-30 15:05:00+05:30,74400.0,74412.0,74400.0,74412.0,20,,12.0,24.0,74412.0,74436.0,-1.0
12,2024-07-30 15:10:00+05:30,74412.0,74412.0,74300.0,74300.0,90,,112.0,224.0,74300.0,74436.0,-1.0
13,2024-07-30 15:15:00+05:30,74300.0,74461.0,74251.05,74461.0,240,,209.9499999999971,419.8999999999942,74461.0,74041.1,1.0
14,2024-07-30 15:20:00+05:30,74461.0,74473.75,74410.0,74410.0,20,,63.75,127.5,74410.0,74282.5,1.0
15,2024-07-30 15:25:00+05:30,74410.0,74473.8,74332.8,74400.0,70,,141.0,282.0,74400.0,74282.5,1.0
16,2024-07-31 09:15:00+05:30,74590.0,74599.95,74510.05,74510.05,40,,199.9499999999971,399.8999999999942,74510.05,74282.5,1.0
17,2024-07-31 09:20:00+05:30,74510.05,74520.0,74450.0,74520.0,50,,70.0,140.0,74520.0,74380.0,1.0
18,2024-07-31 09:25:00+05:30,74520.0,74695.0,74520.0,74695.0,410,,175.0,350.0,74695.0,74380.0,1.0
19,2024-07-31 09:30:00+05:30,74695.0,74774.95,74625.0,74710.0,240,74563.785,149.9499999999971,299.8999999999942,74710.0,74410.1,1.0
20,2024-07-31 09:35:00+05:30,74710.0,74850.0,74697.05,74751.85,290,74581.69595238096,152.9499999999971,305.8999999999942,74751.85,74445.95000000001,1.0
21,2024-07-31 09:40:00+05:30,74751.85,74762.0,74751.85,74762.0,10,74598.86776643991,10.14999999999418,20.29999999998836,74762.0,74741.70000000001,1.0
22,2024-07-31 09:45:00+05:30,74762.0,74762.0,74700.0,74720.0,170,74610.40416963611,62.0,124.0,74720.0,74844.0,-1.0
23,2024-07-31 09:50:00+05:30,74720.0,74720.0,74720.0,74720.0,0,74620.84186776601,0.0,0.0,74720.0,74720.0,-1.0
24,2024-07-31 09:55:00+05:30,74720.0,74800.0,74720.0,74800.0,30,74637.9045470264,80.0,160.0,74800.0,74640.0,-1.0
25,2024-07-31 10:00:00+05:30,74800.0,74850.0,74800.0,74850.0,110,74658.10411397627,50.0,100.0,74850.0,74750.0,-1.0
26,2024-07-31 10:05:00+05:30,74850.0,74869.95,74841.25,74850.2,40,74676.39896026425,28.69999999999709,57.39999999999418,74850.2,74792.8,-1.0
27,2024-07-31 10:10:00+05:30,74850.2,74871.95,74800.1,74810.0,70,74689.12286881052,71.84999999999127,143.69999999998254,74810.0,74792.8,-1.0
28,2024-07-31 10:15:00+05:30,74810.0,74855.0,74810.0,74855.0,40,74704.92069082857,45.0,90.0,74855.0,74792.8,-1.0
29,2024-07-31 10:20:00+05:30,74855.0,74855.0,74855.0,74855.0,0,74719.21395836871,0.0,0.0,74855.0,74855.0,-1.0
30,2024-07-31 10:25:00+05:30,74855.0,74855.0,74810.0,74830.0,50,74729.76500995265,45.0,90.0,74830.0,74920.0,-1.0
31,2024-07-31 10:30:00+05:30,74830.0,74830.0,74750.0,74770.0,100,74733.59691376668,80.0,160.0,74770.0,74920.0,-1.0
32,2024-07-31 10:35:00+05:30,74770.0,74800.0,74770.0,74800.0,30,74739.92101721748,30.0,60.0,74800.0,74860.0,-1.0
33,2024-07-31 10:40:00+05:30,74800.0,74800.0,74800.0,74800.0,0,74745.64282510153,0.0,0.0,74800.0,74800.0,-1.0
34,2024-07-31 10:45:00+05:30,74800.0,74849.95,74800.0,74849.95,30,74755.57684175854,49.94999999999709,99.89999999999418,74849.95,74750.05,-1.0
35,2024-07-31 10:50:00+05:30,74849.95,74850.0,74849.95,74850.0,20,74764.56952349583,0.05000000000291038,0.10000000000582077,74850.0,74849.9,-1.0
36,2024-07-31 10:55:00+05:30,74850.0,74850.0,74850.0,74850.0,10,74772.70575935337,0.0,0.0,74850.0,74850.0,-1.0
37,2024-07-31 11:00:00+05:30,74850.0,74905.0,74811.2,74905.0,110,74785.30521084352,93.80000000000291,187.60000000000582,74905.0,74717.4,-1.0
38,2024-07-31 11:05:00+05:30,74905.0,74950.0,74904.35,74931.0,200,74799.1809050489,45.64999999999418,91.29999999998836,74931.0,74839.70000000001,-1.0
39,2024-07-31 11:10:00+05:30,74931.0,74949.95,74931.0,74949.95,20,74813.53986647281,18.94999999999709,37.89999999999418,74949.95,74912.05,-1.0
40,2024-07-31 11:15:00+05:30,74949.95,74980.0,74944.25,74970.8,180,74828.51702204683,35.75,71.5,74970.8,74912.05,-1.0
41,2024-07-31 11:20:00+05:30,74970.8,74970.8,74919.85,74945.0,50,74839.61063899475,50.94999999999709,101.89999999999418,74945.0,74912.05,-1.0
42,2024-07-31 11:25:00+05:30,74945.0,74969.95,74868.9,74875.35,60,74843.01438766191,101.05000000000291,202.10000000000582,74875.35,75077.45000000001,-1.0
43,2024-07-31 11:30:00+05:30,74875.35,74880.0,74875.35,74880.0,30,74846.5368269322,4.649999999994179,9.299999999988358,74880.0,74889.29999999999,-1.0
44,2024-07-31 11:35:00+05:30,74880.0,74880.0,74880.0,74880.0,0,74849.7237957958,0.0,0.0,74880.0,74880.0,-1.0
45,2024-07-31 11:40:00+05:30,74880.0,74880.05,74880.0,74880.05,40,74852.61200572002,0.05000000000291038,0.10000000000582077,74880.05,74879.95,-1.0
46,2024-07-31 11:45:00+05:30,74880.05,74890.0,74880.05,74881.7,20,74855.38229088955,9.94999999999709,19.89999999999418,74881.7,74879.95,-1.0
47,2024-07-31 11:50:00+05:30,74881.7,74900.05,74881.7,74900.05,20,74859.63635842389,18.35000000000582,36.70000000001164,74900.05,74879.95,-1.0
48,2024-07-31 11:55:00+05:30,74900.05,74929.95,74880.1,74920.05,30,74865.390038574,49.84999999999127,99.69999999998254,74920.05,74879.95,-1.0
49,2024-07-31 12:00:00+05:30,74920.05,74950.05,74920.05,74950.05,20,74873.45289204315,30.0,60.0,74950.05,74890.05,-1.0
50,2024-07-31 12:05:00+05:30,74950.05,74979.95,74950.05,74979.95,40,74883.59547375332,29.89999999999418,59.79999999998836,74979.95,74920.15000000001,-1.0
51,2024-07-31 12:10:00+05:30,74979.95,74979.95,74920.05,74932.55,20,74888.25780958634,59.89999999999418,119.79999999998836,74932.55,74920.15000000001,-1.0
52,2024-07-31 12:15:00+05:30,74932.55,74949.0,74927.6,74949.0,20,74894.04278010193,21.39999999999418,42.79999999998836,74949.0,74920.15000000001,-1.0
53,2024-07-31 12:20:00+05:30,74949.0,74949.0,74949.0,74949.0,0,74899.2768010446,0.0,0.0,74949.0,74949.0,-1.0
54,2024-07-31 12:25:00+05:30,74949.0,74979.95,74909.95,74914.85,50,74900.75996284987,70.0,140.0,74914.85,75054.85,-1.0
55,2024-07-31 12:30:00+05:30,74914.85,74990.0,74914.85,74950.0,70,74905.4494901975,75.14999999999418,150.29999999998836,74950.0,75054.85,-1.0
56,2024-07-31 12:35:00+05:30,74950.0,74950.0,74950.0,74950.0,0,74909.69239589297,0.0,0.0,74950.0,74950.0,-1.0
57,2024-07-31 12:40:00+05:30,74950.0,74950.0,74880.1,74935.05,90,74912.10740580792,69.89999999999418,139.79999999998836,74935.05,75074.84999999999,-1.0
58,2024-07-31 12:45:00+05:30,74935.05,74949.95,74935.05,74949.95,0,74915.71146239765,14.89999999999418,29.79999999998836,74949.95,74979.74999999999,-1.0
59,2024-07-31 12:50:00+05:30,74949.95,74949.95,74880.15,74880.15,30,74912.32465645502,69.80000000000291,139.60000000000582,74880.15,74979.74999999999,-1.0
60,2024-07-31 12:55:00+05:30,74880.15,74880.15,74880.15,74880.15,0,74909.26040345931,0.0,0.0,74880.15,74880.15,-1.0
61,2024-07-31 13:00:00+05:30,74880.15,74989.95,74880.15,74989.95,20,74916.94512693938,109.80000000000291,219.60000000000582,74989.95,74770.34999999999,-1.0
62,2024-07-31 13:05:00+05:30,74989.95,74989.95,74989.95,74989.95,0,74923.89797199276,0.0,0.0,74989.95,74989.95,-1.0
63,2024-07-31 13:10:00+05:30,74989.95,74989.95,74899.95,74899.95,20,74921.61721275536,90.0,180.0,74899.95,75079.95,-1.0
64,2024-07-31 13:15:00+05:30,74899.95,74940.05,74899.95,74940.05,20,74923.37271630247,40.10000000000582,80.20000000001164,74940.05,75020.25000000001,-1.0
65,2024-07-31 13:20:00+05:30,74940.05,74950.05,74880.1,74880.1,40,74919.25150522604,69.94999999999709,139.89999999999418,74880.1,75020.0,-1.0
66,2024-07-31 13:25:00+05:30,74880.1,74880.1,74880.1,74880.1,0,74915.5227904426,0.0,0.0,74880.1,74880.1,-1.0
67,2024-07-31 13:30:00+05:30,74880.1,74880.1,74880.1,74880.1,0,74912.14919135282,0.0,0.0,74880.1,74880.1,-1.0
68,2024-07-31 13:35:00+05:30,74880.1,74924.85,74880.1,74924.85,10,74913.35879217635,44.75,89.5,74924.85,74835.35,-1.0
69,2024-07-31 13:40:00+05:30,74924.85,74989.95,74924.85,74950.0,110,74916.8484310167,65.09999999999127,130.19999999998254,74950.0,74835.35,-1.0
70,2024-07-31 13:45:00+05:30,74950.0,74950.0,74947.45,74947.45,10,74919.76286615797,2.5500000000029104,5.100000000005821,74947.45,74942.34999999999,-1.0
71,2024-07-31 13:50:00+05:30,74947.45,74947.45,74943.05,74943.05,10,74921.98068842864,4.399999999994179,8.799999999988358,74943.05,74942.34999999999,-1.0
72,2024-07-31 13:55:00+05:30,74943.05,74943.05,74910.25,74910.25,40,74920.86348000687,32.80000000000291,65.60000000000582,74910.25,74975.85,-1.0
73,2024-07-31 14:00:00+05:30,74910.25,74910.25,74910.25,74910.25,0,74919.85267238718,0.0,0.0,74910.25,74910.25,-1.0
74,2024-07-31 14:05:00+05:30,74910.25,74910.25,74885.0,74885.0,20,74916.53337025507,25.25,50.5,74885.0,74935.5,-1.0
75,2024-07-31 14:10:00+05:30,74885.0,74910.45,74880.1,74880.5,50,74913.10162070696,30.34999999999127,60.69999999998254,74880.5,74935.5,-1.0
76,2024-07-31 14:15:00+05:30,74880.5,74880.5,74801.5,74830.0,90,74905.18718063964,79.0,158.0,74830.0,74935.5,-1.0
77,2024-07-31 14:20:00+05:30,74830.0,74830.0,74830.0,74830.0,0,74898.0264967692,0.0,0.0,74830.0,74830.0,-1.0
78,2024-07-31 14:25:00+05:30,74830.0,74830.0,74830.0,74830.0,0,74891.5477827912,0.0,0.0,74830.0,74830.0,-1.0
79,2024-07-31 14:30:00+05:30,74830.0,74997.0,74830.0,74997.0,70,74901.5908510968,167.0,334.0,74997.0,74663.0,-1.0
80,2024-07-31 14:35:00+05:30,74997.0,74997.0,74997.0,74997.0,10,74910.67743670664,0.0,0.0,74997.0,74997.0,-1.0
81,2024-07-31 14:40:00+05:30,74997.0,74997.0,74997.0,74997.0,0,74918.89863321077,0.0,0.0,74997.0,74997.0,-1.0
82,2024-07-31 14:45:00+05:30,74997.0,74997.0,74933.75,74933.75,20,74920.31304909546,63.25,126.5,74933.75,75060.25,-1.0
83,2024-07-31 14:50:00+05:30,74933.75,74933.75,74933.75,74933.75,0,74921.59275870542,0.0,0.0,74933.75,74933.75,-1.0
84,2024-07-31 14:55:00+05:30,74933.75,74997.0,74933.75,74997.0,80,74928.77440073348,63.25,126.5,74997.0,74870.5,-1.0
85,2024-07-31 15:00:00+05:30,74997.0,74997.0,74950.1,74950.1,40,74930.80541018744,46.89999999999418,93.79999999998836,74950.1,74870.5,-1.0
86,2024-07-31 15:05:00+05:30,74950.1,74996.95,74901.1,74996.95,40,74937.1048949315,95.84999999999127,191.69999999998254,74996.95,74870.5,-1.0
87,2024-07-31 15:10:00+05:30,74996.95,74996.95,74996.95,74996.95,0,74942.80442874755,0.0,0.0,74996.95,74996.95,-1.0
88,2024-07-31 15:15:00+05:30,74996.95,74996.95,74920.0,74969.95,90,74945.38972124778,76.94999999999709,153.89999999999418,74969.95,75123.84999999999,-1.0
89,2024-07-31 15:20:00+05:30,74969.95,74974.95,74935.05,74974.95,60,74948.20498589084,39.89999999999418,79.79999999998836,74974.95,75054.74999999999,-1.0
90,2024-07-31 15:25:00+05:30,74974.95,75099.0,74974.95,75099.0,330,74962.566415806,124.05000000000291,248.10000000000582,75099.0,74850.9,1.0
91,2024-08-01 09:15:00+05:30,75100.05,75249.95,75100.05,75190.0,140,74984.22675715781,150.9499999999971,301.8999999999942,75190.0,74888.1,1.0
92,2024-08-01 09:20:00+05:30,75190.0,75248.9,75076.55,75076.55,140,74993.01944695231,172.34999999999127,344.69999999998254,75076.55,74888.1,1.0
93,2024-08-01 09:25:00+05:30,75076.55,75076.55,74950.0,75065.9,310,74999.96045200447,126.55000000000291,253.10000000000582,75065.9,74888.1,1.0
94,2024-08-01 09:30:00+05:30,75065.9,75065.9,74900.1,74990.0,160,74999.01183752785,165.79999999998836,331.5999999999767,74990.0,74888.1,1.0
95,2024-08-01 09:35:00+05:30,74990.0,75049.95,74940.6,75049.95,210,75003.86309109663,109.34999999999127,218.69999999998254,75049.95,74888.1,1.0
96,2024-08-01 09:40:00+05:30,75049.95,75098.95,75006.15,75006.15,80,75004.08089194457,92.80000000000291,185.60000000000582,75006.15,74888.1,1.0
97,2024-08-01 09:45:00+05:30,75006.15,75056.75,75006.15,75015.05,150,75005.12556890224,50.60000000000582,101.20000000001164,75015.05,74913.84999999999,1.0
98,2024-08-01 09:50:00+05:30,75015.05,75066.05,75015.05,75030.0,50,75007.49456234013,51.0,102.0,75030.0,74928.0,1.0
99,2024-08-01 09:55:00+05:30,75030.0,75160.5,75020.0,75025.6,80,75009.21888973631,140.5,281.0,75025.6,74928.0,1.0
100,2024-08-01 10:00:00+05:30,75025.6,75134.75,75025.05,75025.05,80,75010.72661452333,109.69999999999709,219.39999999999418,75025.05,74928.0,1.0
101,2024-08-01 10:05:00+05:30,75025.05,75049.9,74910.35,74915.15,150,75001.62407980682,139.54999999998836,279.0999999999767,74915.15,75194.24999999997,-1.0
102,2024-08-01 10:10:00+05:30,74915.15,74999.95,74910.35,74935.85,40,74995.35988172998,89.59999999999127,179.19999999998254,74935.85,75115.04999999999,-1.0
103,2024-08-01 10:15:00+05:30,74935.85,75088.65,74935.85,75088.65,140,75004.24465489856,152.79999999998836,305.5999999999767,75088.65,75115.04999999999,-1.0
104,2024-08-01 10:20:00+05:30,75088.65,75088.65,75031.25,75036.35,60,75007.30230681298,57.39999999999418,114.79999999998836,75036.35,75115.04999999999,-1.0
105,2024-08-01 10:25:00+05:30,75036.35,75040.0,75036.35,75040.0,90,75010.4163728308,3.6499999999941792,7.2999999999883585,75040.0,75047.29999999999,-1.0
106,2024-08-01 10:30:00+05:30,75040.0,75040.0,74900.0,74900.0,200,74999.9005277993,140.0,280.0,74900.0,75047.29999999999,-1.0
107,2024-08-01 10:35:00+05:30,74900.0,74910.05,74805.15,74812.2,190,74982.02428705651,104.90000000000873,209.80000000001746,74812.2,75022.00000000001,-1.0
108,2024-08-01 10:40:00+05:30,74812.2,74879.15,74765.4,74765.4,150,74961.39340257493,113.75,227.5,74765.4,74992.9,-1.0
109,2024-08-01 10:45:00+05:30,74765.4,74813.75,74610.0,74610.0,370,74927.92736423446,203.75,407.5,74610.0,74992.9,-1.0
110,2024-08-01 10:50:00+05:30,74610.0,74658.15,74552.95,74658.15,200,74902.23428192642,105.19999999999709,210.39999999999418,74658.15,74868.54999999999,-1.0
111,2024-08-01 10:55:00+05:30,74658.15,74718.25,74620.05,74620.05,190,74875.35958840961,98.19999999999709,196.39999999999418,74620.05,74816.45,-1.0
112,2024-08-01 11:00:00+05:30,74620.05,74650.0,74508.25,74549.75,540,74844.34915141821,141.75,283.5,74549.75,74816.45,-1.0
113,2024-08-01 11:05:00+05:30,74549.75,74720.9,74549.75,74700.0,340,74830.6016131879,171.14999999999418,342.29999999998836,74700.0,74816.45,-1.0
114,2024-08-01 11:10:00+05:30,74700.0,74750.0,74650.0,74750.0,100,74822.92526907477,100.0,200.0,74750.0,74816.45,-1.0
115,2024-08-01 11:15:00+05:30,74750.0,74753.55,74680.0,74680.0,170,74809.31333868668,73.55000000000291,147.10000000000582,74680.0,74816.45,-1.0
116,2024-08-01 11:20:00+05:30,74680.0,74700.0,74652.6,74652.6,40,74794.38825881177,47.39999999999418,94.79999999998836,74652.6,74747.4,-1.0
117,2024-08-01 11:25:00+05:30,74652.6,74700.0,74620.1,74640.2,60,74779.70366273446,79.89999999999418,159.79999999998836,74640.2,74747.4,-1.0
118,2024-08-01 11:30:00+05:30,74640.2,74699.0,74640.2,74675.1,20,74769.74140914071,58.80000000000291,117.60000000000582,74675.1,74747.4,-1.0
119,2024-08-01 11:35:00+05:30,74675.1,74675.1,74650.05,74650.05,20,74758.34222731779,25.05000000000291,50.10000000000582,74650.05,74700.15000000001,-1.0
120,2024-08-01 11:40:00+05:30,74650.05,74650.05,74600.0,74600.0,70,74743.26201519229,50.05000000000291,100.10000000000582,74600.0,74700.1,-1.0
121,2024-08-01 11:45:00+05:30,74600.0,74609.95,74511.0,74609.95,80,74730.56563279302,98.94999999999709,197.89999999999418,74609.95,74700.1,-1.0
122,2024-08-01 11:50:00+05:30,74609.95,74609.95,74450.1,74536.5,690,74712.08319157464,159.84999999999127,319.69999999998254,74536.5,74700.1,-1.0
123,2024-08-01 11:55:00+05:30,74536.5,74554.1,74470.0,74554.1,360,74697.03717332943,84.10000000000582,168.20000000001164,74554.1,74700.1,-1.0
124,2024-08-01 12:00:00+05:30,74554.1,74570.25,74501.65,74530.0,160,74681.12887110758,68.60000000000582,137.20000000001164,74530.0,74667.20000000001,-1.0
125,2024-08-01 12:05:00+05:30,74530.0,74530.0,74500.0,74500.0,50,74663.87850243066,30.0,60.0,74500.0,74560.0,-1.0
